"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/step_reward","ppo_morabito_ns3_20ue_20260508_160337 - external/step_reward__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/step_reward__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/step_reward","a2c_morabito_ns3_20ue_20260508_160335 - external/step_reward__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/step_reward__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/step_reward","dqn_morabito_ns3_20ue_20260508_160334 - external/step_reward__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/step_reward__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/step_reward","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/step_reward__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/step_reward__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/step_reward","2026-05-08_13-32 - external/step_reward__MIN","2026-05-08_13-32 - external/step_reward__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/step_reward","a2c_morabito_ns3_20ue_20260507_232704 - external/step_reward__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/step_reward__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/step_reward","ppo_morabito_ns3_20ue_20260507_232608 - external/step_reward__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/step_reward__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/step_reward","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/step_reward__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/step_reward__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/step_reward","dqn_morabito_ns3_20ue_20260507_232604 - external/step_reward__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/step_reward__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"618","-4.786000000000001","-4.786000000000001","-4.786000000000001","618","618","618","6.9239999999999995","6.9239999999999995","6.9239999999999995","618","618","618","14.96","14.96","14.96","618","618","618","7.049999999999997","7.049999999999997","7.049999999999997","618","618","618","6.597000000000001","6.597000000000001","6.597000000000001","61513","61513","61513","","","","","","","","","","","","","","","","","","","","","","","",""
"619","1.1030000000000015","1.1030000000000015","1.1030000000000015","619","619","619","-8.367","-8.367","-8.367","619","619","619","11.018999999999998","11.018999999999998","11.018999999999998","619","619","619","2.9289999999999985","2.9289999999999985","2.9289999999999985","619","619","619","8.378","8.378","8.378","61568","61568","61568","","","","","","","","","","","","","","","","","","","","","","","",""
"620","-2.933","-2.933","-2.933","620","620","620","-5.300000000000001","-5.300000000000001","-5.300000000000001","620","620","620","11.029000000000003","11.029000000000003","11.029000000000003","620","620","620","17.234","17.234","17.234","620","620","620","10.284999999999997","10.284999999999997","10.284999999999997","61626","61626","61626","","","","","","","","","","","","","","","","","","","","","","","",""
"621","4.055","4.055","4.055","621","621","621","-5.143000000000001","-5.143000000000001","-5.143000000000001","621","621","621","10.012999999999998","10.012999999999998","10.012999999999998","621","621","621","3.936","3.936","3.936","621","621","621","13.859000000000002","13.859000000000002","13.859000000000002","61685","61685","61685","","","","","","","","","","","","","","","","","","","","","","","",""
"622","-6.273","-6.273","-6.273","622","622","622","0.43900000000000006","0.43900000000000006","0.43900000000000006","622","622","622","11.982999999999997","11.982999999999997","11.982999999999997","622","622","622","15.912999999999997","15.912999999999997","15.912999999999997","622","622","622","4.0070000000000014","4.0070000000000014","4.0070000000000014","61746","61746","61746","","","","","","","","","","","","","","","","","","","","","","","",""
"623","9.543","9.543","9.543","623","623","623","15.179000000000002","15.179000000000002","15.179000000000002","623","623","623","9.360999999999997","9.360999999999997","9.360999999999997","623","623","623","11.259999999999998","11.259999999999998","11.259999999999998","623","623","623","11.143999999999998","11.143999999999998","11.143999999999998","61806","61806","61806","","","","","","","","","","","","","","","","","","","","","","","",""
"624","6.767000000000003","6.767000000000003","6.767000000000003","624","624","624","6.359999999999999","6.359999999999999","6.359999999999999","624","624","624","14.979999999999997","14.979999999999997","14.979999999999997","624","624","624","10.588999999999999","10.588999999999999","10.588999999999999","624","624","624","6.23","6.23","6.23","61862","61862","61862","","","","","","","","","","","","","","","","","","","","","","","",""
"625","8.642000000000003","8.642000000000003","8.642000000000003","625","625","625","-6.818000000000001","-6.818000000000001","-6.818000000000001","625","625","625","10.421","10.421","10.421","625","625","625","9.573","9.573","9.573","625","625","625","6.366","6.366","6.366","61919","61919","61919","","","","","","","","","","","","","","","","","","","","","","","",""
"626","6.810000000000002","6.810000000000002","6.810000000000002","626","626","626","9.072000000000003","9.072000000000003","9.072000000000003","626","626","626","10.494999999999997","10.494999999999997","10.494999999999997","626","626","626","9.761000000000003","9.761000000000003","9.761000000000003","626","626","626","6.041","6.041","6.041","61978","61978","61978","","","","","","","","","","","","","","","","","","","","","","","",""
"627","8.862000000000002","8.862000000000002","8.862000000000002","627","627","627","-9.436","-9.436","-9.436","627","627","627","11.25","11.25","11.25","627","627","627","9.844999999999999","9.844999999999999","9.844999999999999","627","627","627","12.936999999999998","12.936999999999998","12.936999999999998","62038","62038","62038","","","","","","","","","","","","","","","","","","","","","","","",""
"628","7.1129999999999995","7.1129999999999995","7.1129999999999995","628","628","628","4.683","4.683","4.683","628","628","628","-11.027000000000001","-11.027000000000001","-11.027000000000001","628","628","628","10.851999999999997","10.851999999999997","10.851999999999997","628","628","628","7.3089999999999975","7.3089999999999975","7.3089999999999975","62098","62098","62098","","","","","","","","","","","","","","","","","","","","","","","",""
"629","8.503999999999998","8.503999999999998","8.503999999999998","629","629","629","-2.722999999999999","-2.722999999999999","-2.722999999999999","629","629","629","-10.985","-10.985","-10.985","629","629","629","10.149000000000001","10.149000000000001","10.149000000000001","629","629","629","6.8679999999999986","6.8679999999999986","6.8679999999999986","62154","62154","62154","","","","","","","","","","","","","","","","","","","","","","","",""
"630","-6.187000000000001","-6.187000000000001","-6.187000000000001","630","630","630","5.7280000000000015","5.7280000000000015","5.7280000000000015","630","630","630","-10.849","-10.849","-10.849","630","630","630","12.097999999999999","12.097999999999999","12.097999999999999","630","630","630","7.936999999999998","7.936999999999998","7.936999999999998","62209","62209","62209","","","","","","","","","","","","","","","","","","","","","","","",""
"631","10.515","10.515","10.515","631","631","631","10.540999999999997","10.540999999999997","10.540999999999997","631","631","631","-11.216000000000001","-11.216000000000001","-11.216000000000001","631","631","631","10.735999999999997","10.735999999999997","10.735999999999997","631","631","631","7.372","7.372","7.372","62269","62269","62269","","","","","","","","","","","","","","","","","","","","","","","",""
"632","7.381","7.381","7.381","632","632","632","9.139","9.139","9.139","632","632","632","-11.017","-11.017","-11.017","632","632","632","0.9450000000000003","0.9450000000000003","0.9450000000000003","632","632","632","10.662999999999997","10.662999999999997","10.662999999999997","62330","62330","62330","","","","","","","","","","","","","","","","","","","","","","","",""
"633","12.290999999999997","12.290999999999997","12.290999999999997","633","633","633","7.982999999999997","7.982999999999997","7.982999999999997","633","633","633","-11.122","-11.122","-11.122","633","633","633","6.963000000000001","6.963000000000001","6.963000000000001","633","633","633","6.366","6.366","6.366","62391","62391","62391","","","","","","","","","","","","","","","","","","","","","","","",""
"634","7.082000000000001","7.082000000000001","7.082000000000001","634","634","634","-5.1640000000000015","-5.1640000000000015","-5.1640000000000015","634","634","634","-11.204999999999998","-11.204999999999998","-11.204999999999998","634","634","634","5.297000000000001","5.297000000000001","5.297000000000001","634","634","634","9.771","9.771","9.771","62449","62449","62449","","","","","","","","","","","","","","","","","","","","","","","",""
"635","11.929000000000002","11.929000000000002","11.929000000000002","635","635","635","7.9460000000000015","7.9460000000000015","7.9460000000000015","635","635","635","-11.3","-11.3","-11.3","635","635","635","7.814999999999998","7.814999999999998","7.814999999999998","635","635","635","4.574000000000002","4.574000000000002","4.574000000000002","62504","62504","62504","","","","","","","","","","","","","","","","","","","","","","","",""
"636","-6.2940000000000005","-6.2940000000000005","-6.2940000000000005","636","636","636","13.798000000000002","13.798000000000002","13.798000000000002","636","636","636","-6.954000000000001","-6.954000000000001","-6.954000000000001","636","636","636","4.186","4.186","4.186","636","636","636","4.216999999999999","4.216999999999999","4.216999999999999","62563","62563","62563","","","","","","","","","","","","","","","","","","","","","","","",""
"637","9.280000000000001","9.280000000000001","9.280000000000001","637","637","637","-6.524000000000001","-6.524000000000001","-6.524000000000001","637","637","637","-7.0169999999999995","-7.0169999999999995","-7.0169999999999995","637","637","637","5.925000000000001","5.925000000000001","5.925000000000001","637","637","637","2.5199999999999996","2.5199999999999996","2.5199999999999996","62624","62624","62624","","","","","","","","","","","","","","","","","","","","","","","",""
"638","-2.4810000000000016","-2.4810000000000016","-2.4810000000000016","638","638","638","13.101999999999997","13.101999999999997","13.101999999999997","638","638","638","-6.649999999999999","-6.649999999999999","-6.649999999999999","638","638","638","22.835","22.835","22.835","638","638","638","14.865000000000002","14.865000000000002","14.865000000000002","62685","62685","62685","","","","","","","","","","","","","","","","","","","","","","","",""
"639","-10.754999999999999","-10.754999999999999","-10.754999999999999","639","639","639","6.4410000000000025","6.4410000000000025","6.4410000000000025","639","639","639","-6.754999999999999","-6.754999999999999","-6.754999999999999","639","639","639","9.813000000000002","9.813000000000002","9.813000000000002","639","639","639","15.241999999999997","15.241999999999997","15.241999999999997","62745","62745","62745","","","","","","","","","","","","","","","","","","","","","","","",""
"640","-33.839","-33.839","-33.839","640","640","640","9.167000000000002","9.167000000000002","9.167000000000002","640","640","640","5.5","5.5","5.5","640","640","640","6.7429999999999986","6.7429999999999986","6.7429999999999986","640","640","640","11.165999999999997","11.165999999999997","11.165999999999997","62800","62800","62800","","","","","","","","","","","","","","","","","","","","","","","",""
"641","8.335","8.335","8.335","641","641","641","-0.7970000000000006","-0.7970000000000006","-0.7970000000000006","641","641","641","8.402000000000001","8.402000000000001","8.402000000000001","641","641","641","18.363","18.363","18.363","641","641","641","10.756999999999998","10.756999999999998","10.756999999999998","62859","62859","62859","","","","","","","","","","","","","","","","","","","","","","","",""
"642","12.207","12.207","12.207","642","642","642","-6.4929999999999986","-6.4929999999999986","-6.4929999999999986","642","642","642","-6.629000000000001","-6.629000000000001","-6.629000000000001","642","642","642","8.387999999999998","8.387999999999998","8.387999999999998","642","642","642","15.756","15.756","15.756","62918","62918","62918","","","","","","","","","","","","","","","","","","","","","","","",""
"643","5.051000000000002","5.051000000000002","5.051000000000002","643","643","643","16.305999999999997","16.305999999999997","16.305999999999997","643","643","643","6.378999999999998","6.378999999999998","6.378999999999998","643","643","643","-2.9849999999999994","-2.9849999999999994","-2.9849999999999994","643","643","643","7.026000000000003","7.026000000000003","7.026000000000003","62979","62979","62979","","","","","","","","","","","","","","","","","","","","","","","",""
"644","-12.911999999999999","-12.911999999999999","-12.911999999999999","644","644","644","-8.911999999999999","-8.911999999999999","-8.911999999999999","644","644","644","11.646999999999998","11.646999999999998","11.646999999999998","644","644","644","11.365000000000002","11.365000000000002","11.365000000000002","644","644","644","9.301000000000002","9.301000000000002","9.301000000000002","63033","63033","63033","","","","","","","","","","","","","","","","","","","","","","","",""
"645","8.588999999999999","8.588999999999999","8.588999999999999","645","645","645","8.544","8.544","8.544","645","645","645","6.390000000000001","6.390000000000001","6.390000000000001","645","645","645","4.640999999999998","4.640999999999998","4.640999999999998","645","645","645","6.806000000000001","6.806000000000001","6.806000000000001","63090","63090","63090","","","","","","","","","","","","","","","","","","","","","","","",""
"646","-9.047999999999998","-9.047999999999998","-9.047999999999998","646","646","646","9.011000000000003","9.011000000000003","9.011000000000003","646","646","646","7.1129999999999995","7.1129999999999995","7.1129999999999995","646","646","646","4.494999999999997","4.494999999999997","4.494999999999997","646","646","646","7.445","7.445","7.445","63149","63149","63149","","","","","","","","","","","","","","","","","","","","","","","",""
"647","7.438000000000002","7.438000000000002","7.438000000000002","647","647","647","-4.66","-4.66","-4.66","647","647","647","6.18","6.18","6.18","647","647","647","-14.388000000000002","-14.388000000000002","-14.388000000000002","647","647","647","7.246000000000002","7.246000000000002","7.246000000000002","63208","63208","63208","","","","","","","","","","","","","","","","","","","","","","","",""
"648","8.311","8.311","8.311","648","648","648","5.582999999999998","5.582999999999998","5.582999999999998","648","648","648","7.008000000000003","7.008000000000003","7.008000000000003","648","648","648","4.850999999999999","4.850999999999999","4.850999999999999","648","648","648","8.241","8.241","8.241","63269","63269","63269","","","","","","","","","","","","","","","","","","","","","","","",""
"649","17.034","17.034","17.034","649","649","649","5.509999999999998","5.509999999999998","5.509999999999998","649","649","649","7.448999999999998","7.448999999999998","7.448999999999998","649","649","649","9.604","9.604","9.604","649","649","649","6.785","6.785","6.785","63329","63329","63329","","","","","","","","","","","","","","","","","","","","","","","",""
"650","-8.744","-8.744","-8.744","650","650","650","4.43","4.43","4.43","650","650","650","7.469999999999999","7.469999999999999","7.469999999999999","650","650","650","5.500999999999998","5.500999999999998","5.500999999999998","650","650","650","8.314999999999998","8.314999999999998","8.314999999999998","63388","63388","63388","","","","","","","","","","","","","","","","","","","","","","","",""
"651","8.369999999999997","8.369999999999997","8.369999999999997","651","651","651","11.848999999999997","11.848999999999997","11.848999999999997","651","651","651","6.0959999999999965","6.0959999999999965","6.0959999999999965","651","651","651","4.746000000000002","4.746000000000002","4.746000000000002","651","651","651","14.549999999999997","14.549999999999997","14.549999999999997","63444","63444","63444","","","","","","","","","","","","","","","","","","","","","","","",""
"652","8.161999999999999","8.161999999999999","8.161999999999999","652","652","652","-0.2940000000000005","-0.2940000000000005","-0.2940000000000005","652","652","652","7.207000000000001","7.207000000000001","7.207000000000001","652","652","652","6.161000000000001","6.161000000000001","6.161000000000001","652","652","652","19.487000000000002","19.487000000000002","19.487000000000002","63501","63501","63501","","","","","","","","","","","","","","","","","","","","","","","",""
"653","6.399999999999999","6.399999999999999","6.399999999999999","653","653","653","6.956000000000003","6.956000000000003","6.956000000000003","653","653","653","7.878","7.878","7.878","653","653","653","-9.09","-9.09","-9.09","653","653","653","15.765999999999998","15.765999999999998","15.765999999999998","63562","63562","63562","","","","","","","","","","","","","","","","","","","","","","","",""
"654","13.575000000000003","13.575000000000003","13.575000000000003","654","654","654","9.823999999999998","9.823999999999998","9.823999999999998","654","654","654","6.850999999999999","6.850999999999999","6.850999999999999","654","654","654","3.253","3.253","3.253","654","654","654","6.145","6.145","6.145","63622","63622","63622","","","","","","","","","","","","","","","","","","","","","","","",""
"655","9.927","9.927","9.927","655","655","655","12.109000000000002","12.109000000000002","12.109000000000002","655","655","655","7.280999999999999","7.280999999999999","7.280999999999999","655","655","655","11.406999999999996","11.406999999999996","11.406999999999996","655","655","655","8.462000000000003","8.462000000000003","8.462000000000003","63683","63683","63683","","","","","","","","","","","","","","","","","","","","","","","",""
"656","8.936","8.936","8.936","656","656","656","-9.132000000000001","-9.132000000000001","-9.132000000000001","656","656","656","-11.143","-11.143","-11.143","656","656","656","-7.3210000000000015","-7.3210000000000015","-7.3210000000000015","656","656","656","4.699999999999999","4.699999999999999","4.699999999999999","63740","63740","63740","","","","","","","","","","","","","","","","","","","","","","","",""
"657","2.4179999999999993","2.4179999999999993","2.4179999999999993","657","657","657","9.133000000000003","9.133000000000003","9.133000000000003","657","657","657","-10.902000000000001","-10.902000000000001","-10.902000000000001","657","657","657","-6.890999999999998","-6.890999999999998","-6.890999999999998","657","657","657","12.612000000000002","12.612000000000002","12.612000000000002","63797","63797","63797","","","","","","","","","","","","","","","","","","","","","","","",""
"658","8.368000000000002","8.368000000000002","8.368000000000002","658","658","658","8.975000000000001","8.975000000000001","8.975000000000001","658","658","658","-11.478000000000002","-11.478000000000002","-11.478000000000002","658","658","658","5.747","5.747","5.747","658","658","658","6.911000000000001","6.911000000000001","6.911000000000001","63856","63856","63856","","","","","","","","","","","","","","","","","","","","","","","",""
"659","-2.9750000000000014","-2.9750000000000014","-2.9750000000000014","659","659","659","10.445","10.445","10.445","659","659","659","10.945","10.945","10.945","659","659","659","1.1630000000000003","1.1630000000000003","1.1630000000000003","659","659","659","5.065999999999999","5.065999999999999","5.065999999999999","63917","63917","63917","","","","","","","","","","","","","","","","","","","","","","","",""
"660","-6.754999999999999","-6.754999999999999","-6.754999999999999","660","660","660","5.4680000000000035","5.4680000000000035","5.4680000000000035","660","660","660","10.505000000000003","10.505000000000003","10.505000000000003","660","660","660","5.087","5.087","5.087","660","660","660","16.845999999999997","16.845999999999997","16.845999999999997","63978","63978","63978","","","","","","","","","","","","","","","","","","","","","","","",""
"661","-6.838999999999999","-6.838999999999999","-6.838999999999999","661","661","661","6.496000000000002","6.496000000000002","6.496000000000002","661","661","661","11.804000000000002","11.804000000000002","11.804000000000002","661","661","661","11.228000000000002","11.228000000000002","11.228000000000002","661","661","661","4.876999999999999","4.876999999999999","4.876999999999999","64038","64038","64038","","","","","","","","","","","","","","","","","","","","","","","",""
"662","-5.143000000000001","-5.143000000000001","-5.143000000000001","662","662","662","-4.670999999999999","-4.670999999999999","-4.670999999999999","662","662","662","6.956000000000003","6.956000000000003","6.956000000000003","662","662","662","6.491","6.491","6.491","662","662","662","7.109999999999999","7.109999999999999","7.109999999999999","64091","64091","64091","","","","","","","","","","","","","","","","","","","","","","","",""
"663","-13.284","-13.284","-13.284","663","663","663","11.029000000000003","11.029000000000003","11.029000000000003","663","663","663","11.354","11.354","11.354","663","663","663","8.933","8.933","8.933","663","663","663","5.59","5.59","5.59","64149","64149","64149","","","","","","","","","","","","","","","","","","","","","","","",""
"664","18.878999999999998","18.878999999999998","18.878999999999998","664","664","664","10.829999999999998","10.829999999999998","10.829999999999998","664","664","664","9.896999999999998","9.896999999999998","9.896999999999998","664","664","664","11.689","11.689","11.689","664","664","664","5.695","5.695","5.695","64209","64209","64209","","","","","","","","","","","","","","","","","","","","","","","",""
"665","10.253999999999998","10.253999999999998","10.253999999999998","665","665","665","5.006999999999998","5.006999999999998","5.006999999999998","665","665","665","11.384999999999998","11.384999999999998","11.384999999999998","665","665","665","7.277999999999999","7.277999999999999","7.277999999999999","665","665","665","8","8","8","64270","64270","64270","","","","","","","","","","","","","","","","","","","","","","","",""
"666","7.469999999999999","7.469999999999999","7.469999999999999","666","666","666","-4.902000000000001","-4.902000000000001","-4.902000000000001","666","666","666","11.280999999999999","11.280999999999999","11.280999999999999","666","666","666","7.140999999999998","7.140999999999998","7.140999999999998","666","666","666","6.082000000000001","6.082000000000001","6.082000000000001","64331","64331","64331","","","","","","","","","","","","","","","","","","","","","","","",""
"667","6.883000000000003","6.883000000000003","6.883000000000003","667","667","667","4.338000000000001","4.338000000000001","4.338000000000001","667","667","667","8.295000000000002","8.295000000000002","8.295000000000002","667","667","667","9.426000000000002","9.426000000000002","9.426000000000002","667","667","667","11.805","11.805","11.805","64388","64388","64388","","","","","","","","","","","","","","","","","","","","","","","",""
"668","-7.059000000000001","-7.059000000000001","-7.059000000000001","668","668","668","5.143000000000001","5.143000000000001","5.143000000000001","668","668","668","11.165","11.165","11.165","668","668","668","8.892000000000003","8.892000000000003","8.892000000000003","668","668","668","6.606000000000002","6.606000000000002","6.606000000000002","64445","64445","64445","","","","","","","","","","","","","","","","","","","","","","","",""
"669","-9.143","-9.143","-9.143","669","669","669","2.7300000000000004","2.7300000000000004","2.7300000000000004","669","669","669","12.085999999999999","12.085999999999999","12.085999999999999","669","669","669","28.607999999999997","28.607999999999997","28.607999999999997","669","669","669","3.9559999999999995","3.9559999999999995","3.9559999999999995","64505","64505","64505","","","","","","","","","","","","","","","","","","","","","","","",""
"670","5.917000000000002","5.917000000000002","5.917000000000002","670","670","670","-6.954000000000001","-6.954000000000001","-6.954000000000001","670","670","670","8.14","8.14","8.14","670","670","670","6.106999999999999","6.106999999999999","6.106999999999999","670","670","670","9.908000000000001","9.908000000000001","9.908000000000001","64567","64567","64567","","","","","","","","","","","","","","","","","","","","","","","",""
"671","-8.776","-8.776","-8.776","671","671","671","6.829999999999998","6.829999999999998","6.829999999999998","671","671","671","4.890999999999998","4.890999999999998","4.890999999999998","671","671","671","8.203000000000003","8.203000000000003","8.203000000000003","671","671","671","4.143999999999998","4.143999999999998","4.143999999999998","64628","64628","64628","","","","","","","","","","","","","","","","","","","","","","","",""
"672","9.552999999999997","9.552999999999997","9.552999999999997","672","672","672","-2.3979999999999997","-2.3979999999999997","-2.3979999999999997","672","672","672","9.587000000000003","9.587000000000003","9.587000000000003","672","672","672","5.122","5.122","5.122","672","672","672","7.802","7.802","7.802","64688","64688","64688","","","","","","","","","","","","","","","","","","","","","","","",""
"673","-9.184000000000001","-9.184000000000001","-9.184000000000001","673","673","673","13.067999999999998","13.067999999999998","13.067999999999998","673","673","673","7.039999999999999","7.039999999999999","7.039999999999999","673","673","673","13.167000000000002","13.167000000000002","13.167000000000002","673","673","673","11.994","11.994","11.994","64745","64745","64745","","","","","","","","","","","","","","","","","","","","","","","",""
"674","3.487000000000002","3.487000000000002","3.487000000000002","674","674","674","12.277999999999999","12.277999999999999","12.277999999999999","674","674","674","7.039999999999999","7.039999999999999","7.039999999999999","674","674","674","6.295999999999999","6.295999999999999","6.295999999999999","674","674","674","8.514000000000003","8.514000000000003","8.514000000000003","64802","64802","64802","","","","","","","","","","","","","","","","","","","","","","","",""
"675","14.411000000000001","14.411000000000001","14.411000000000001","675","675","675","8.39","8.39","8.39","675","675","675","-9.425999999999998","-9.425999999999998","-9.425999999999998","675","675","675","5.134","5.134","5.134","675","675","675","8.314999999999998","8.314999999999998","8.314999999999998","64862","64862","64862","","","","","","","","","","","","","","","","","","","","","","","",""
"676","15.375999999999998","15.375999999999998","15.375999999999998","676","676","676","11.259999999999998","11.259999999999998","11.259999999999998","676","676","676","-13.059000000000001","-13.059000000000001","-13.059000000000001","676","676","676","4.902000000000001","4.902000000000001","4.902000000000001","676","676","676","6.366","6.366","6.366","64922","64922","64922","","","","","","","","","","","","","","","","","","","","","","","",""
"677","5.5219999999999985","5.5219999999999985","5.5219999999999985","677","677","677","10.661999999999999","10.661999999999999","10.661999999999999","677","677","677","-13.079999999999998","-13.079999999999998","-13.079999999999998","677","677","677","8.590000000000003","8.590000000000003","8.590000000000003","677","677","677","8.43","8.43","8.43","64981","64981","64981","","","","","","","","","","","","","","","","","","","","","","","",""
"678","6.767000000000003","6.767000000000003","6.767000000000003","678","678","678","4.430999999999997","4.430999999999997","4.430999999999997","678","678","678","10.244","10.244","10.244","678","678","678","5.499000000000002","5.499000000000002","5.499000000000002","678","678","678","12.947000000000003","12.947000000000003","12.947000000000003","65037","65037","65037","","","","","","","","","","","","","","","","","","","","","","","",""
"679","4.43","4.43","4.43","679","679","679","11.323","11.323","11.323","679","679","679","5.427999999999997","5.427999999999997","5.427999999999997","679","679","679","7.982999999999997","7.982999999999997","7.982999999999997","679","679","679","8.796999999999997","8.796999999999997","8.796999999999997","65093","65093","65093","","","","","","","","","","","","","","","","","","","","","","","",""
"680","-3.216000000000001","-3.216000000000001","-3.216000000000001","680","680","680","10.052999999999997","10.052999999999997","10.052999999999997","680","680","680","4.715000000000003","4.715000000000003","4.715000000000003","680","680","680","3.1940000000000026","3.1940000000000026","3.1940000000000026","680","680","680","3.7880000000000003","3.7880000000000003","3.7880000000000003","65151","65151","65151","","","","","","","","","","","","","","","","","","","","","","","",""
"681","8.609000000000002","8.609000000000002","8.609000000000002","681","681","681","11.817","11.817","11.817","681","681","681","-12.86","-12.86","-12.86","681","681","681","-3.178000000000001","-3.178000000000001","-3.178000000000001","681","681","681","7.634","7.634","7.634","65210","65210","65210","","","","","","","","","","","","","","","","","","","","","","","",""
"682","-2.904","-2.904","-2.904","682","682","682","10.399000000000001","10.399000000000001","10.399000000000001","682","682","682","4.725999999999999","4.725999999999999","4.725999999999999","682","682","682","-3.565999999999999","-3.565999999999999","-3.565999999999999","682","682","682","4.7620000000000005","4.7620000000000005","4.7620000000000005","65271","65271","65271","","","","","","","","","","","","","","","","","","","","","","","",""
"683","8.662999999999997","8.662999999999997","8.662999999999997","683","683","683","11.457","11.457","11.457","683","683","683","-12.849","-12.849","-12.849","683","683","683","31.939999999999998","31.939999999999998","31.939999999999998","683","683","683","8.817999999999998","8.817999999999998","8.817999999999998","65330","65330","65330","","","","","","","","","","","","","","","","","","","","","","","",""
"684","-6.4609999999999985","-6.4609999999999985","-6.4609999999999985","684","684","684","13.210999999999999","13.210999999999999","13.210999999999999","684","684","684","10.396","10.396","10.396","684","684","684","7.0290000000000035","7.0290000000000035","7.0290000000000035","684","684","684","13.628","13.628","13.628","65386","65386","65386","","","","","","","","","","","","","","","","","","","","","","","",""
"685","8.850999999999999","8.850999999999999","8.850999999999999","685","685","685","3.1340000000000003","3.1340000000000003","3.1340000000000003","685","685","685","15.662999999999997","15.662999999999997","15.662999999999997","685","685","685","7.290999999999997","7.290999999999997","7.290999999999997","685","685","685","8.158000000000001","8.158000000000001","8.158000000000001","65444","65444","65444","","","","","","","","","","","","","","","","","","","","","","","",""
"686","5.3629999999999995","5.3629999999999995","5.3629999999999995","686","686","686","5.677","5.677","5.677","686","686","686","8.600000000000001","8.600000000000001","8.600000000000001","686","686","686","5.939","5.939","5.939","686","686","686","5.202999999999999","5.202999999999999","5.202999999999999","65503","65503","65503","","","","","","","","","","","","","","","","","","","","","","","",""
"687","-12.975000000000001","-12.975000000000001","-12.975000000000001","687","687","687","9.774000000000001","9.774000000000001","9.774000000000001","687","687","687","-0.7860000000000014","-0.7860000000000014","-0.7860000000000014","687","687","687","7.689999999999998","7.689999999999998","7.689999999999998","687","687","687","11.658000000000001","11.658000000000001","11.658000000000001","65563","65563","65563","","","","","","","","","","","","","","","","","","","","","","","",""
"688","-9.09","-9.09","-9.09","688","688","688","9.616","9.616","9.616","688","688","688","5.110999999999997","5.110999999999997","5.110999999999997","688","688","688","4.756","4.756","4.756","688","688","688","6.030000000000001","6.030000000000001","6.030000000000001","65623","65623","65623","","","","","","","","","","","","","","","","","","","","","","","",""
"689","6.484000000000002","6.484000000000002","6.484000000000002","689","689","689","-0.45200000000000173","-0.45200000000000173","-0.45200000000000173","689","689","689","0.7959999999999994","0.7959999999999994","0.7959999999999994","689","689","689","7.438000000000002","7.438000000000002","7.438000000000002","689","689","689","4.7940000000000005","4.7940000000000005","4.7940000000000005","65680","65680","65680","","","","","","","","","","","","","","","","","","","","","","","",""
